0,0,32,0,7,4,0,3,0
0,0,32,0,7,4,0,3,0
0,0,32,0,7,4,0,3,1
0,0,32,0,7,4,0,3,1
0,0,32,1,7,4,0,3,1
0,0,32,1,7,4,0,3,2
0,0,32,1,7,4,0,3,2
0,0,32,1,7,4,0,3,2
0,0,32,2,7,4,0,3,1
0,0,32,2,7,4,0,3,1
0,0,32,2,7,4,0,3,1
0,0,32,2,7,4,0,3,1
0,0,32,3,7,4,0,3,0
0,0,32,3,7,5,0,3,0
0,0,32,3,7,5,0,3,1
0,0,32,3,7,5,0,3,0
0,0,32,4,7,5,0,3,0
0,0,32,4,7,5,0,3,1
0,0,32,4,7,5,0,3,0
0,0,32,4,7,5,0,3,0
0,0,32,5,7,4,0,3,1
0,0,32,5,7,4,0,3,0
0,0,32,5,7,4,0,3,0
0,0,32,5,7,4,0,3,1
0,0,32,6,7,4,0,3,0
0,0,32,6,7,4,0,3,0
0,0,32,6,7,4,0,3,1
0,0,32,6,7,4,0,3,0
0,0,32,7,7,4,0,3,0
0,0,32,7,7,4,0,3,1
0,0,32,7,7,4,0,3,0
0,0,32,7,7,4,0,3,0
